商品ID,商品名稱,借/採,儲位,儲位庫存數,庫齡,區編,區名,館編,館名,長(cm),寬(cm),高(cm),重量(kg),(近)月銷量,(近)月-有揀貨單天數,(近)90日銷量,(近)90日-有揀貨單天數,供應商ID,供應商名稱,所屬PM,總庫存數,總庫存_迴轉天數,才數,材積別,樓層,儲位型態,大區編,大區名,儲位才數,儲位健康度,材積判斷,總才數,人工/自動,庫齡級距,重型架判斷
DBAI53-A900J03P2-004,【愛之味】經典醬菜3入組(多口味任選),借,80M34067C,10,29,DBAI,罐頭/醬料,DBAI53,愛之味,21,7,9,1,133,0,134,0,31286,保綱國際,李宗翰,109,0.82,0.049,1,7F,AGV層架,DB,食品飲料,5.333333333,0.343402778,小材積,0.49,人工倉,<半年,AGV層架
DBAI53-A900J03V2-002,【愛之味】經典調理系列(多口味任選),借,80N49048D,48,29,DBAI,罐頭/醬料,DBAI53,愛之味,7,7,9,0.37,20,0,20,0,31286,保綱國際,李宗翰,52,2.6,0.016333333,1,7F,重型層架,DB,食品飲料,45.51111111,0.200234375,小材積,0.784,人工倉,<半年,重型層架
DBAI5D-A9005NFCP-000,瑞春原味醬油6入組,借,80M40058A,2,68,DBAI,罐頭/醬料,DBAI7T,醬油/油膏,28,21,14,5.04,1,0,8,0,28305,台灣好醬,李宗翰,2,2,0.304888889,2,7F,AGV層架,DB,食品飲料,5.333333333,0.281284722,小材積,0.609777778,人工倉,<半年,AGV層架
DBAI5D-A9005XNV7-000,瑞春蘭級正蔭油420ml,借,80M49065A,4,91,DBAI,罐頭/醬料,DBAI7T,醬油/油膏,6,6,27,0.79,21,0,60,0,28305,台灣好醬,李宗翰,75,3.57,0.036,1,7F,AGV層架,DB,食品飲料,5.333333333,0.236060278,小材積,0.144,人工倉,<半年,AGV層架
DBAI5D-A9008IWTZ-000,瑞春螺王壺底油420ml,借,80M25057A,4,66,DBAI,罐頭/醬料,DBAI7T,醬油/油膏,6,6,27,0.83,7,0,13,0,28305,台灣好醬,李宗翰,4,0.57,0.036,1,7F,AGV層架,DB,食品飲料,5.333333333,0.374986111,小材積,0.144,人工倉,<半年,AGV層架
DBAI5D-A9008IXFX-000,瑞春平安醬黑豆醬油420ml,借,80M18059A,4,66,DBAI,罐頭/醬料,DBAI7T,醬油/油膏,6,6,27,0.83,4,0,15,0,28305,台灣好醬,李宗翰,4,1,0.036,1,7F,AGV層架,DB,食品飲料,5.333333333,0.306555556,小材積,0.144,人工倉,<半年,AGV層架
DBAI5G-A72984693-000,味榮 日式柚子和風醬265g,借,80M53067A,1,5,DBAI,罐頭/醬料,DBAI0K,沙拉醬,6,6,22,0.55,4,0,4,0,29228,味榮食品,李宗翰,3,0.75,0.029333333,1,7F,AGV層架,DB,食品飲料,5.333333333,0.35775,小材積,0.029333333,人工倉,<半年,AGV層架
DBAI6T-A900FBX0K-000,勝記大榮 黃金泡菜 360g(植物五辛素),借,80M11058C,5,19,DBAI,罐頭/醬料,DBAI6T,泡菜,8,7,13,0.66,10,0,24,0,34359,雷比特,李宗翰,5,0.5,0.026962963,1,7F,AGV層架,DB,食品飲料,5.333333333,0.180944444,小材積,0.134814815,人工倉,<半年,AGV層架
DBAI7H-A900FDE85-000,《良泉》西螺名產-蔭豆豉(380g),借,80M46061B,5,407,DBAI,罐頭/醬料,DBAI0L,辣椒醬,11,10,9,0.65,0,0,1,0,13263,同正食品,李宗翰,5,99999,0.036666667,1,7F,AGV層架,DB,食品飲料,5.333333333,0.034375,小材積,0.183333333,人工倉,>=1年,AGV層架
DBAI7M-A900I8NZI-000,愛德格四種綜合豆400G,借,80M09062C,30,5,DBAI,罐頭/醬料,DBAI7M,其他醃菜罐頭,8,8,12,0.5,9,0,10,0,27065,樊河,李宗翰,30,3.33,0.028444444,1,7F,AGV層架,DB,食品飲料,5.333333333,0.349777778,小材積,0.853333333,人工倉,<半年,AGV層架
DBAI7M-A900JIE70-000,GUT&GUNSTIG酸豆90G,借,80M35066C,6,94,DBAI,罐頭/醬料,DBAI7M,其他醃菜罐頭,5,5,9,0.2,6,0,10,0,27065,樊河,李宗翰,6,1,0.008333333,1,7F,AGV層架,DB,食品飲料,5.333333333,0.809224826,小材積,0.05,人工倉,<半年,AGV層架
DBAI7M-A900JPRR8-000,【新東陽】玉米水煮鮪魚150G*3入,借,80N21015D,16,45,DBAI,罐頭/醬料,DBAI8N,魚類罐頭,26,9,5,0.6,8,0,25,0,10878,新東陽,李宗翰,19,2.38,0.043333333,1,7F,重型層架,DB,食品飲料,45.51111111,0.204817708,小材積,0.693333333,人工倉,<半年,重型層架
DBAI7P-A900IDLHC-000,瑞春螺王正蔭油420ml*6入,借,80M06065A,2,39,DBAI,罐頭/醬料,DBAI7T,醬油/油膏,21,14,28,5.18,2,0,5,0,28305,台灣好醬,李宗翰,2,1,0.304888889,2,7F,AGV層架,DB,食品飲料,5.333333333,0.218229167,小材積,0.609777778,人工倉,<半年,AGV層架
DBAI7T-A9006HGH9-000,《味王》XO醬油(非基因改造黃豆),借,80M18058A,15,145,DBAI,罐頭/醬料,DBAI7T,醬油/油膏,6,6,21,0.86,2,0,12,0,25849,味王,李宗翰,15,7.5,0.028,1,7F,AGV層架,DB,食品飲料,5.333333333,0.56,小材積,0.42,人工倉,<半年,AGV層架
DBAI7T-A9007MK8W-000,【龍宏】無添加物黑豆油420ml ,借,80M37060C,6,64,DBAI,罐頭/醬料,DBAI7T,醬油/油膏,6,6,28,0.8,0,0,2,0,34250,龍宏,李宗翰,7,99999,0.037333333,1,7F,AGV層架,DB,食品飲料,5.333333333,0.042,小材積,0.224,人工倉,<半年,AGV層架
DBAI7T-A900J9UDK-000,【李錦記】熊貓牌鮮味蠔油 510g,借,80M12041A,12,68,DBAI,罐頭/醬料,DBAI7T,醬油/油膏,6,6,25,0.78,0,0,6,0,39964,國郡,李宗翰,19,99999,0.033333333,1,7F,AGV層架,DB,食品飲料,7.111111111,0.267161458,小材積,0.4,人工倉,<半年,AGV層架
DBAI7T-A900J9UH1-000,【李錦記】蒸魚醬油 410ml,借,80M15067B,7,5,DBAI,罐頭/醬料,DBAI7T,醬油/油膏,6,6,26,0.8,12,0,24,0,39964,國郡,李宗翰,8,0.67,0.034666667,1,7F,AGV層架,DB,食品飲料,5.333333333,0.338541667,小材積,0.242666667,人工倉,<半年,AGV層架
DBAI7T-A900JNEXT-000,屏大非基改薄鹽醬油組3入禮盒-醬油710ml*2+油膏560ml*1,借,80M39063B,6,37,DBAI,罐頭/醬料,DBAI7T,醬油/油膏,16,24,27,3,8,0,19,0,40730,全球,李宗翰,6,0.75,0.384,2,7F,AGV層架,DB,食品飲料,5.333333333,0.7295,小材積,2.304,人工倉,<半年,AGV層架
DBAI7T-A900JS65S-000,屏大薄鹽醬油340ml,借,80M26057A,23,10,DBAI,罐頭/醬料,DBAI7T,醬油/油膏,21,6,6,0.7,24,0,53,0,40730,全球,李宗翰,25,1.04,0.028,1,7F,AGV層架,DB,食品飲料,5.333333333,0.192319444,小材積,0.644,人工倉,<半年,AGV層架
DBAI7T-A900JXTMI-000,龜甲萬鮮美露360ml,借,80M11049A,12,22,DBAI,罐頭/醬料,DBAI7T,醬油/油膏,20,8,20,0.47,5,0,17,0,11311,統一夢公園,李宗翰,20,4,0.118518519,1,7F,AGV層架,DB,食品飲料,7.111111111,0.362848958,小材積,1.422222222,人工倉,<半年,AGV層架
DBAI7T-A900KAR1Y-002,義美?鮮露-(口味任選),借,80M29059A,20,21,DBAI,罐頭/醬料,DBAI7T,醬油/油膏,22,6,6,0.6,4,0,4,0,29766,瑞盟行銷,李宗翰,20,5,0.029333333,1,7F,AGV層架,DB,食品飲料,5.333333333,0.603270833,小材積,0.586666667,人工倉,<半年,AGV層架
DBAI7T-A900KD98D-000,屏大薄鹽醬油340ml雙入禮盒組(玻璃瓶),借,80M23059C,20,10,DBAI,罐頭/醬料,DBAI7T,醬油/油膏,17,8,23,1.5,0,0,0,0,40730,全球,李宗翰,20,99999,0.115851852,1,7F,AGV層架,DB,食品飲料,5.333333333,0.445978299,小材積,2.317037037,人工倉,<半年,AGV層架
DBAI7T-A900KD9A3-000,屏大薄鹽醬油340ml雙入禮盒組-醬油340ml+油膏410g(玻璃瓶),借,80M16063A,2,10,DBAI,罐頭/醬料,DBAI7T,醬油/油膏,17,8,23,1.5,0,0,0,0,40730,全球,李宗翰,20,99999,0.115851852,1,7F,AGV層架,DB,食品飲料,5.333333333,0.218722222,小材積,0.231703704,人工倉,<半年,AGV層架
DBAI7W-A900HAJ37-000,大同 螺昌蔭油400ml,借,80M40057A,5,137,DBAI,罐頭/醬料,DBAI7T,醬油/油膏,27,6,6,0.8,1,0,14,0,39964,國郡,李宗翰,17,17,0.036,1,7F,AGV層架,DB,食品飲料,5.333333333,0.253722222,小材積,0.18,人工倉,<半年,AGV層架
DBAI7W-A900HAJ9T-000,大同 陳年蔭油膏 520ml,借,80M20062A,9,208,DBAI,罐頭/醬料,DBAI7T,醬油/油膏,6,6,26,0.88,1,0,6,0,39964,國郡,李宗翰,9,9,0.034666667,1,7F,AGV層架,DB,食品飲料,5.333333333,0.088208333,小材積,0.312,人工倉,>=半年,AGV層架
DBAI7X-A90087BPU-000,龜甲萬 甘醇薄鹽醬油(1600ml),借,80M17061C,12,8,DBAI,罐頭/醬料,DBAI7T,醬油/油膏,29,7,7,1.98,4,0,6,0,29042,美大雅,李宗翰,12,3,0.05262963,1,7F,AGV層架,DB,食品飲料,5.333333333,0.304416667,小材積,0.631555556,人工倉,<半年,AGV層架
DBAI7X-A900GPHL0-000,【龜甲萬】源釀醬油500ml,借,80M16067A,12,39,DBAI,罐頭/醬料,DBAI7T,醬油/油膏,6,6,23,0.88,0,0,10,0,11311,統一夢公園,李宗翰,15,99999,0.030666667,1,7F,AGV層架,DB,食品飲料,5.333333333,0.502277778,小材積,0.368,人工倉,<半年,AGV層架
DBAI7Z-A900B073W-000,同榮 三明治特餐185g(3罐/組),借,80M13067D,8,19,DBAI,罐頭/醬料,DBAI8N,魚類罐頭,10,27,5,0.69,3,0,3,0,13263,同正食品,李宗翰,8,2.67,0.05,1,7F,AGV層架,DB,食品飲料,5.333333333,0.317791667,小材積,0.4,人工倉,<半年,AGV層架
DBAI8N-A9007SL1E-000,同榮 水煮鮪魚180g*3入/組,借,80M23063A,1,14,DBAI,罐頭/醬料,DBAI8N,魚類罐頭,28,7,7,0.67,173,0,321,0,28678,尚慶,李宗翰,51,0.29,0.050814815,1,7F,AGV層架,DB,食品飲料,5.333333333,0.495277778,小材積,0.050814815,人工倉,<半年,AGV層架
DBAI8N-A9008C4PL-000,同榮 蔬菜鮪魚180g*3罐/組,借,80M08057C,8,5,DBAI,罐頭/醬料,DBAI8N,魚類罐頭,27,8,5,0.68,7,0,10,0,28678,尚慶,李宗翰,14,2,0.04,1,7F,AGV層架,DB,食品飲料,5.333333333,0.410569444,小材積,0.32,人工倉,<半年,AGV層架
DBAI8N-A9009651U-000,《遠洋》紅燒鰻100gx3罐,借,80N44067E,40,13,DBAI,罐頭/醬料,DBAI8N,魚類罐頭,11,8,8,0.45,53,0,89,0,28678,尚慶,李宗翰,48,0.91,0.026074074,1,7F,重型層架,DB,食品飲料,45.51111111,0.265891927,小材積,1.042962963,人工倉,<半年,重型層架
DBAI8N-A90096GNR-000,《遠洋》豆鼓燒鰻100gx3,借,80M47066D,4,84,DBAI,罐頭/醬料,DBAI8N,魚類罐頭,11,8,8,0.45,1,0,10,0,28678,尚慶,李宗翰,20,20,0.026074074,1,7F,AGV層架,DB,食品飲料,5.333333333,0.1555,小材積,0.104296296,人工倉,<半年,AGV層架
DBAI8N-A900GER7Z-000,台糖 玉米鮪魚(150g x3罐),借,80M09057B,1,23,DBAI,罐頭/醬料,DBAI8N,魚類罐頭,26,9,4,0.6,11,0,15,0,28080,佳仕康,李宗翰,1,0.09,0.034666667,1,7F,AGV層架,DB,食品飲料,5.333333333,0.23846875,小材積,0.034666667,人工倉,<半年,AGV層架
DBAI8N-A900KAUKI-000,紅燒鰻100g*3罐,借,80M12001A,3,17,DBAI,罐頭/醬料,DBAI8N,魚類罐頭,10,7,8,0.5,3,0,3,0,41244,東和食品,李宗翰,3,1,0.020740741,1,7F,AGV層架,DB,食品飲料,7.111111111,0.2431875,小材積,0.062222222,人工倉,<半年,AGV層架
DBAI8Q-A9008PFWQ-000,梨山顆粒花生醬340g,借,80M10063B,9,17,DBAI,罐頭/醬料,DBAI8Q,花生醬,7,7,9,0.38,8,0,18,0,13263,同正食品,李宗翰,9,1.13,0.016333333,1,7F,AGV層架,DB,食品飲料,5.333333333,0.098326389,小材積,0.147,人工倉,<半年,AGV層架
DBAI8R-A900K71PE-000,Kanpy 綜合莓果醬 280公克,借,80M10057C,6,9,DBAI,罐頭/醬料,DBAI3V,水果果醬,8,8,7,0.46,3,0,4,0,28415,羿明,李宗翰,8,2.67,0.016592593,1,7F,AGV層架,DB,食品飲料,5.333333333,0.190458333,小材積,0.099555556,人工倉,<半年,AGV層架
DBAI90-A9006IFZ7-000,【新光洋菜】牛肉滷包,借,80M16049B,2,60,DBAI,罐頭/醬料,DBAI90,辛香調味粉,27,19,7,0.39,0,0,3,0,31734,新光洋菜,李宗翰,2,99999,0.133,1,7F,AGV層架,DB,食品飲料,1.333333333,0.2695,小材積,0.266,人工倉,<半年,AGV層架
DBAI90-A9006N28D-000,《真好家》五香蒸肉粉  (50g),借,80M16066C,2,27,DBBY,米/食材,DBBY0O,其他烘焙食材,10,7,3,0.07,18,0,39,0,28678,尚慶,李宗翰,26,1.44,0.007777778,1,7F,AGV層架,DB,食品飲料,5.333333333,0.185354167,小材積,0.015555556,人工倉,<半年,AGV層架
DBAI90-A90089T4T-000,《品高》黑胡椒牛排醬  (300g),借,80M52058D,3,80,DBAI,罐頭/醬料,DBAI90,辛香調味粉,15,7,4,0.34,6,0,15,0,28678,尚慶,李宗翰,15,2.5,0.015555556,1,7F,AGV層架,DB,食品飲料,5.333333333,0.080090278,小材積,0.046666667,人工倉,<半年,AGV層架
DBAI90-A9008A6GC-000,《品高》黑胡椒醬  (300g),借,80M35062C,7,118,DBAI,罐頭/醬料,DBAI90,辛香調味粉,15,7,4,0.34,1,0,4,0,28678,尚慶,李宗翰,7,7,0.015555556,1,7F,AGV層架,DB,食品飲料,5.333333333,0.092416667,小材積,0.108888889,人工倉,<半年,AGV層架
DBAI90-A9008A6IF-000,《品高》蘑菇牛排醬  (300g),借,80M27065C,12,13,DBAI,罐頭/醬料,DBAI90,辛香調味粉,15,7,4,0.34,6,0,17,0,28678,尚慶,李宗翰,24,4,0.015555556,1,7F,AGV層架,DB,食品飲料,5.333333333,0.358625,小材積,0.186666667,人工倉,<半年,AGV層架
DBAI90-A900AY3HM-000,【富興米店】台灣野生乾燥刺蔥籽（20g）,借,80M12045B,1,77,DBAI,罐頭/醬料,DBAI90,辛香調味粉,5,5,8,0.15,1,0,13,0,34579,春粟,李宗翰,8,8,0.007407407,1,7F,AGV層架,DB,食品飲料,1.333333333,0.611611111,小材積,0.007407407,人工倉,<半年,AGV層架
DBAI90-A900GBVKS-000,【香料共和國】熱紅酒香料,借,80M35047B,1,204,DBAI,罐頭/醬料,DBAI90,辛香調味粉,10,10,4,0.05,0,0,1,0,27511,緯思創,李宗翰,3,99999,0.014814815,1,7F,AGV層架,DB,食品飲料,1.333333333,0.120333333,小材積,0.014814815,人工倉,>=半年,AGV層架
DBAI90-A900GINKE-000,【香料共和國】台灣馬告山胡椒(3包/盒),借,80M08065C,2,7,DBAI,罐頭/醬料,DBAI90,辛香調味粉,10,10,4,0.03,4,0,9,0,27511,緯思創,李宗翰,2,0.5,0.014814815,1,7F,AGV層架,DB,食品飲料,5.333333333,0.228291667,小材積,0.02962963,人工倉,<半年,AGV層架
DBAI90-A900HPP7V-000,【香料共和國】鹹豬肉醃料粉70公克,借,80M34005B,2,415,DBAI,罐頭/醬料,DBAI90,辛香調味粉,10,10,4,0.09,0,0,0,0,27511,緯思創,李宗翰,2,99999,0.014814815,1,7F,AGV層架,DB,食品飲料,1.333333333,0.057222222,小材積,0.02962963,人工倉,>=1年,AGV層架
DBAI90-A900IOTW4-000,El Avion 西班牙香料航家煙燻辣味紅椒粉 75g,借,80M33001A,6,358,DBAI,罐頭/醬料,DBAI90,辛香調味粉,7,5,6,0.12,1,0,5,0,12385,廣紘,李宗翰,6,6,0.007777778,1,7F,AGV層架,DB,食品飲料,7.111111111,0.097895833,小材積,0.046666667,人工倉,>=半年,AGV層架
DBAI90-A900JI8QK-000,【蔬食之語】花菇風味調味料(150g/袋),借,80M30041B,1,255,DBAI,罐頭/醬料,DBAI90,辛香調味粉,21.5,12.5,6.5,0.2,0,0,0,0,32251,三協成,李宗翰,13,99999,0.064699074,1,7F,AGV層架,DB,食品飲料,1.333333333,0.337732639,小材積,0.064699074,人工倉,>=半年,AGV層架
DBAI90-A900K0FHV-000,HORINISHI堀西 香辣萬能調味粉 (90g),採,80M44049A,71,108,DBAI,罐頭/醬料,DBAI90,辛香調味粉,13,5,5,0.23,6,0,23,0,26564,太冠,李宗翰,71,11.83,0.012037037,1,7F,AGV層架,DB,食品飲料,7.111111111,0.198119792,小材積,0.85462963,人工倉,<半年,AGV層架
DBAI92-A900IHMMW-001,韓國不倒翁-金咖哩塊200g(原味/微辣/辛辣),借,80M28005B,3,63,DBAI,罐頭/醬料,DBAI90,辛香調味粉,10,3,20,0.26,0,0,1,0,30595,欣新網,李宗翰,6,99999,0.022222222,1,7F,AGV層架,DB,食品飲料,1.333333333,0.05,小材積,0.066666667,人工倉,<半年,AGV層架
DBAI94-A900F2VHD-000,[新光洋菜]盒裝-安平豆花粉-90g,借,80M07065D,2,3,DBAI,罐頭/醬料,DBAI94,新光洋菜,15,10,3,0.11,5,0,9,0,31734,新光洋菜,李宗翰,2,0.4,0.016666667,1,7F,AGV層架,DB,食品飲料,5.333333333,0.254708333,小材積,0.033333333,人工倉,<半年,AGV層架
DBAI94-A900FTMR1-000,【新光洋菜】老抽王-300g,借,80M13019B,1,121,DBAI,罐頭/醬料,DBAI94,新光洋菜,15,7,5,0.34,1,0,2,0,31734,新光洋菜,李宗翰,3,3,0.019444444,1,7F,AGV層架,DB,食品飲料,1.333333333,0.214583333,小材積,0.019444444,人工倉,<半年,AGV層架
DBAI9D-A900K1WE7-000,【壽滿趣】天然白椰花糖(250g),借,80M24059C,8,81,DBAI,罐頭/醬料,DBAI9D,糖,9,9,9,0.3,3,0,4,0,33123,特吉,李宗翰,8,2.67,0.027,1,7F,AGV層架,DB,食品飲料,5.333333333,0.112722222,小材積,0.216,人工倉,<半年,AGV層架
DBAI9E-A900KCO60-000,Don Franco 喜瑪拉雅山岩鹽研磨罐200g,借,80M16062A,24,5,DBAI,罐頭/醬料,DBAI9E,鹽,19,7,7,0.42,0,0,0,0,12385,廣紘,李宗翰,24,99999,0.034481481,1,7F,AGV層架,DB,食品飲料,5.333333333,0.358583333,小材積,0.827555556,人工倉,<半年,AGV層架
DBAI9L-A900J4NMN-000,AjiPanda高鮮味精70g瓶裝,借,80M21066B,30,140,DBAI,罐頭/醬料,DBAI9L,味精味素,6,6,10,0.2,22,0,63,0,33151,味之素,李宗翰,91,4.14,0.013333333,1,7F,AGV層架,DB,食品飲料,5.333333333,0.418,小材積,0.4,人工倉,<半年,AGV層架
DBAI9L-A900J4NMN-000,AjiPanda高鮮味精70g瓶裝,借,80M21067D,30,140,DBAI,罐頭/醬料,DBAI9L,味精味素,6,6,10,0.2,22,0,63,0,33151,味之素,李宗翰,91,4.14,0.013333333,1,7F,AGV層架,DB,食品飲料,5.333333333,0.76812,小材積,0.4,人工倉,<半年,AGV層架
DBAI9O-A900AV18Y-000,憶霖快易廚 芒果咖哩醬(60gx6入),借,80M22050C,2,289,DBAI,罐頭/醬料,DBAIB1,其他醬料,14,10,3,0.38,0,0,1,0,29229,憶霖,李宗翰,2,99999,0.015555556,1,7F,AGV層架,DB,食品飲料,1.333333333,0.117833333,小材積,0.031111111,人工倉,>=半年,AGV層架
DBAI9P-A900J3OFB-000,【Daisho】日本大昌 胡椒鹽400公克X2入,採,80M43024B,3,26,DBAI,罐頭/醬料,DBAI9P,胡椒粉,13,7,16,1,14,0,14,0,27548,智億國際,李宗翰,166,11.86,0.053925926,1,7F,AGV層架,DB,食品飲料,1.333333333,0.121333333,小材積,0.161777778,人工倉,<半年,AGV層架
DBAIAP-A9008QLC3-000,飛馬牌胡椒鹽GP470g,借,80M37067D,3,11,DBAI,罐頭/醬料,DBAIAP,飛馬牌,8,8,17,0.56,4,0,6,0,35048,濟生,李宗翰,3,0.75,0.040296296,1,7F,AGV層架,DB,食品飲料,5.333333333,0.182666667,小材積,0.120888889,人工倉,<半年,AGV層架
DBAIAP-A900JXK7J-000,【飛馬】鮮雞湯粉600g,借,80M37031C,2,122,DBAI,罐頭/醬料,DBAIAP,飛馬牌,18,14,6,0.66,0,0,0,0,35048,濟生,李宗翰,2,99999,0.056,1,7F,AGV層架,DB,食品飲料,1.333333333,0.084,小材積,0.112,人工倉,<半年,AGV層架
DBAIAY-A900BVN99-000,【龍宏】御珍辣黑豆油膏,借,80M14057A,6,74,DBAI,罐頭/醬料,DBAI7T,醬油/油膏,28,5,5,0.81,0,0,6,0,34250,龍宏,李宗翰,7,99999,0.025925926,1,7F,AGV層架,DB,食品飲料,5.333333333,0.222277778,小材積,0.155555556,人工倉,<半年,AGV層架
DBAIAY-A900BVNC0-000,【龍宏】糖醋蒜,借,80M46063B,12,13,DBAI,罐頭/醬料,DBAIB1,其他醬料,7,7,13,0.71,9,0,29,0,34250,龍宏,李宗翰,13,1.44,0.023592593,1,7F,AGV層架,DB,食品飲料,5.333333333,0.210916667,小材積,0.283111111,人工倉,<半年,AGV層架
DBAIB1-A900JI8JB-000,【廣祥泰】辣椒螃蟹醬(300g/包),借,80M30041B,2,255,DBAI,罐頭/醬料,DBAIB1,其他醬料,18.5,12.5,3,0.32,1,0,1,0,32251,三協成,李宗翰,2,2,0.025694444,1,7F,AGV層架,DB,食品飲料,1.333333333,0.337732639,小材積,0.051388889,人工倉,>=半年,AGV層架
DBAIB1-A900JRNGD-000,Way Sauce大廚料理醬-泰式冬蔭即煮醬(200g),借,80M22059B,20,141,DBAI,罐頭/醬料,DBAIB1,其他醬料,11,6,6,0.36,2,0,3,0,28011,敬洋,李宗翰,56,28,0.014666667,1,7F,AGV層架,DB,食品飲料,5.333333333,0.410555556,小材積,0.293333333,人工倉,<半年,AGV層架
DBAIB1-A900K8TI0-000,瑞米亞第戎芥末醬370G,借,80M11066A,21,31,DBAI,罐頭/醬料,DBAI0W,芥末山葵,8,8,13,0.7,3,0,3,0,27065,樊河,李宗翰,21,7,0.030814815,1,7F,AGV層架,DB,食品飲料,5.333333333,0.429638889,小材積,0.647111111,人工倉,<半年,AGV層架
DBAIC9-A9009AAOD-000,媽媽的廚房-無糖肉鬆150g,借,80M08057B,12,3,DBAI,罐頭/醬料,DBAIC9,肉鬆香鬆,9,15,12,0.22,12,0,30,0,10956,新力香,李宗翰,12,1,0.06,1,7F,AGV層架,DB,食品飲料,5.333333333,0.337701389,小材積,0.72,人工倉,<半年,AGV層架
DBAIC9-A900IE9IW-000,丸美屋20袋飯友-吉伊卡哇  50公克,借,80M40063B,10,16,DBAI,罐頭/醬料,DBAIC9,肉鬆香鬆,9,5,8,0.07,7,0,10,0,28415,羿明,李宗翰,10,1.43,0.013333333,1,7F,AGV層架,DB,食品飲料,5.333333333,0.293305556,小材積,0.133333333,人工倉,<半年,AGV層架
DBAIC9-A900J3MOW-000,黑橋牌 海苔肉酥 (240g 罐裝),借,80M15059C,10,21,DBAI,罐頭/醬料,DBAIC9,肉鬆香鬆,9,9,19,0.42,2,0,4,0,31174,黑橋牌,李宗翰,13,6.5,0.057,1,7F,AGV層架,DB,食品飲料,5.333333333,0.374326389,小材積,0.57,人工倉,<半年,AGV層架
DBAIC9-A900J3MPP-000,黑橋牌 海苔肉酥 (155g小罐裝),借,80M14048B,5,42,DBAI,罐頭/醬料,DBAIC9,肉鬆香鬆,12.4,9,8.9,0.26,1,0,5,0,31174,黑橋牌,李宗翰,16,16,0.036786667,1,7F,AGV層架,DB,食品飲料,1.333333333,0.24845,小材積,0.183933333,人工倉,<半年,AGV層架
DBAIC9-A900K3DNT-001,丸美屋 海苔飯友系列,借,80M34049B,7,81,DBAI,罐頭/醬料,DBAIC9,肉鬆香鬆,17,12,0.5,0.03,1,0,3,0,26564,太冠,李宗翰,7,7,0.003777778,1,7F,AGV層架,DB,食品飲料,1.333333333,0.067333333,小材積,0.026444444,人工倉,<半年,AGV層架
DBAIC9-A900K7V7X-001,義美肉鬆隨享包系列-口味任選,借,80N04044E,30,16,DBAI,罐頭/醬料,DBAIC9,肉鬆香鬆,13,9,13,0.16,82,0,84,0,29766,瑞盟行銷,李宗翰,40,0.49,0.056333333,1,7F,重型層架,DB,食品飲料,45.51111111,0.43012207,小材積,1.69,人工倉,<半年,重型層架
DBAID7-A900GGDRN-000,五代庵甘甜醬油膏340G,借,80M38063A,3,293,DBAI,罐頭/醬料,DBAI7T,醬油/油膏,5,5,21,0.59,0,0,0,0,35241,狀元,李宗翰,3,99999,0.019444444,1,7F,AGV層架,DB,食品飲料,5.333333333,0.3016875,小材積,0.058333333,人工倉,>=半年,AGV層架
DBAIFQ-A900JYRQO-000,Terra Del Tuono 巴薩米克白醋250ml,借,80M28065C,6,121,DBAI,罐頭/醬料,DBAIFQ,巴薩米克醋,7,7,19,0.57,0,0,0,0,33263,喬山東大,李宗翰,6,99999,0.034481481,1,7F,AGV層架,DB,食品飲料,5.333333333,0.226625,小材積,0.206888889,人工倉,<半年,AGV層架
DBAIFQ-A900JYRQR-000,Terra Del Tuono 巴薩米克粉紅醋250ml,借,80M28065C,6,121,DBAI,罐頭/醬料,DBAIFQ,巴薩米克醋,7,7,19,0.57,0,0,0,0,33263,喬山東大,李宗翰,6,99999,0.034481481,1,7F,AGV層架,DB,食品飲料,5.333333333,0.226625,小材積,0.206888889,人工倉,<半年,AGV層架
DBAJ0D-A90063GAG-000,UCC無糖咖啡飲 275g (24入/箱),借,80N01054C,81,12,DBAJ,進口飲料,DBAJBV,無糖咖啡,41,27,14,7.5,503,0,1129,0,26985,UCC優仕,鍾任豐,1377,2.74,0.574,2,7F,重型層架,DB,食品飲料,45.51111111,1.02159668,小材積,46.494,人工倉,<半年,重型層架
DBAJ0D-A90063GAG-000,UCC無糖咖啡飲 275g (24入/箱),借,80N18032E,63,5,DBAJ,進口飲料,DBAJBV,無糖咖啡,41,27,14,7.5,503,0,1129,0,26985,UCC優仕,鍾任豐,1377,2.74,0.574,2,7F,重型層架,DB,食品飲料,45.51111111,0.794575195,小材積,36.162,人工倉,<半年,重型層架
DBAJ0K-A900BGG0Y-000,MILKLAB嚴選全脂保久乳(1000ml*12瓶),借,80M37057A,1,16,DBAJ,進口飲料,DBAJ30,保久乳,37,20,22,13.15,2,0,11,0,31803,品元,鍾任豐,2,1,0.602962963,2,7F,AGV層架,DB,食品飲料,5.333333333,0.558555556,小材積,0.602962963,人工倉,<半年,AGV層架
DBAJ0O-A9007BYZ7-000,太陽牌加州梅汁(黑棗汁)946ml,借,80M52056A,2,8,DBAJ,進口飲料,DBAJA3,其他蔬果汁,24,8,8,1.09,92,0,233,0,29766,瑞盟行銷,鍾任豐,3,0.03,0.056888889,1,7F,AGV層架,DB,食品飲料,7.111111111,0.016,小材積,0.113777778,人工倉,<半年,AGV層架
